synindex,class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
1,1,0.00379051,0.0625,0.0805556,0.70889,0.86852,0.0534311,0.0681988,0.122137,0.247126,28.4565,29.2122,33.7878,16.8895,16.9079,17.9363,1.61543,1.56661,1.71576,38.6271,1.17374,-4.42765,10.0208,2.93563,4.11349,0.408811,0.226553,-0.699113,45.6605,0.241667,4.86842,84.2428,0.746057,3.14184,0.136115,-1.84649,1.38198,129.312,0.414583,74.6603,42.8406,1.15996,50.0839,2.68156,12.9825,66.4831,0.54291,0.378997,0.045599,45.882,0.570149,26.3155,7.19273,0.0212616,0.841817
1,1,0.363756,1,0.93125,0.50518,0.42289,1.35463,1.00784,0.0367819,0.60939,166.826,162.199,145.482,43.2878,42.955,48.2891,-0.000634805,0.170954,0.49065,82.8981,-0.912081,5.70579,9.06014,1.17526,5.69231,-0.236454,-1.07652,0.628191,66.2913,0.1625,-0.348174,51.3713,1.04526,17.5174,0.239126,-3.10972,0.54048,168.357,0.213889,132.878,20.0883,1.76012,49.8726,3.45223,209.167,30.2328,0.303156,0.268534,0.0539773,95.3726,0.344233,53.0775,13.1513,0.0460706,0.978857
1,1,0.0741088,0.9875,0.141667,0.405281,0.945568,0.9913,0.123289,0.06536,0.470257,97.1344,52.8503,35.9376,42.491,28.6998,22.985,0.0877235,0.372006,0.707075,53.7094,13.4716,18.5723,13.0972,6.46219,9.31374,-0.41537,0.85427,0.692249,97.4313,1,-3.62547,34.5423,0.185841,13.4357,0.536983,5.5451,1.30244,202.435,0.783333,121.518,32.9494,-0.0830726,16.5248,15.5226,69.3313,35.1349,0.489107,0.477778,0.0373675,111.809,-0.356523,62.9897,17.4877,0.426816,0.580006
0,0,0.716927,1,1,0.467914,0.458038,1.11815,1.00345,0.0200993,0.283073,108.856,125.957,97.0132,66.8809,69.6915,67.6399,0.289649,0.0734002,0.497829,69.8598,-9.01311,11.1857,20.6045,7.95938,12.5385,-0.724683,-0.95391,1.52294,74.4712,1,20.4179,9.94351,0.22568,6.37732,0.12507,-15.9518,0.231878,122.886,0.927083,184.023,29.5805,-0.577286,63.5291,6.99607,129.486,30.6076,0.268068,0.337335,0.0901489,68.822,0.0919597,84.4509,8.28264,0.102234,1.07324
1,0,0.0093287,0.11875,0.216667,0.943662,0.905588,0.108319,0.197267,0.120347,0.637427,58.3623,65.8766,60.1681,18.8242,21.1694,20.8284,-0.406168,-0.592963,-0.590993,56.0609,-3.88812,2.34204,8.99691,1.79614,2.28184,-1.02568,-0.341368,0.89809,96.9728,0.566667,4.85144,41.2945,0.190782,3.90126,0.262931,5.99241,-1.21054,141.504,0.220833,71.9762,35.4793,0.225154,41.0789,16.2113,54.7342,23.7414,0.906588,0.283753,0.0905938,112.43,-3.03674,70.7848,6.04975,0.187569,1.00935
2,0,0.110202,0.997917,0.222222,0.64268,0.0713327,0.828856,0.167451,0.0561361,0.503053,216.197,216.388,212.615,29.4075,28.8626,29.1774,-0.937649,-0.921104,-0.870008,93.5289,-0.370532,0.888179,5.17824,0.347998,0.379399,-1.09266,-1.44796,0.256184,58.0528,1,3.24788,50.8419,0.474256,15.0995,0.313163,4.63837,-0.0726365,240.731,0.363889,101.49,67.8386,-0.242619,7.61865,5.49383,103.127,18.1052,0.470742,0.556848,0.0379944,119.163,0.553624,17.5363,4.71573,0.00476852,1.01028
3,0,0.0561133,0.272917,0.271875,0.552306,0.742667,0.235618,0.240253,0.0404919,0.243748,157.775,118.552,68.425,35.0398,34.9592,30.3703,0.177602,0.880649,1.51556,74.2719,3.15836,24.6592,8.36276,2.39826,5.30729,0.0457575,-0.0517954,0.947268,33.5039,0.0729167,-15.0557,12.9808,0.178376,5.56062,0.109097,-0.0778723,1.0998,106.938,0.0583333,68.5919,35.6695,1.33329,43.5891,1.43522,192.84,46.3066,0.398652,0.512,0.0469497,115.522,-0.393475,16.2977,6.01955,0.0172743,1.02925
4,0,0.0208796,0.122222,0.24375,0.925921,0.124278,0.11477,0.212807,0.087306,0.299145,86.0596,131.029,196.754,24.1956,34.3415,45.4929,-2.32546,-2.57096,-2.82952,74.2259,-1.99483,-22.716,12.891,2.67428,3.40051,-3.23433,3.40579,0.6067,68.8324,0.438889,6.66968,21.5088,0.232476,12.9404,0.310132,-0.996069,0.273287,161.931,0.227778,153.555,54.046,0.852194,19.1632,6.26188,126.672,44.4084,0.219673,0.273217,0.0246395,151.55,1.10415,16.1934,11.8126,0.172784,0.458005
5,1,0.0610648,0.15,0.589583,0.0574257,0.268369,0.122556,0.529524,0.0574299,0.309515,116.73,107.069,92.9453,18.9783,18.5988,18.6883,0.740452,0.730082,0.410468,70.8601,0.57267,6.52339,4.95546,1.04852,3.37702,-0.0590957,0.274704,0.578592,65.7502,0.983333,-1.57176,36.437,0.0340532,3.51264,0.721347,-0.0992172,0.00986074,55.4968,0.127778,128.858,40.2525,3.02537,39.7096,1.60507,188.519,33.7156,0.335404,0.0975369,0.0253202,60.6029,1.45475,18.3373,8.74205,0.0169387,0.76613
6,1,0.489225,0.930556,0.70625,0.51039,0.498179,0.872461,0.61421,0.016809,0.255598,128.634,116.564,101.781,42.0942,42.3795,42.845,0.243692,0.779918,1.5695,72.4176,1.21679,6.67034,10.9652,1.38944,6.21061,-0.321133,0.584635,0.225585,82.6396,1,2.47791,3.46345,0.680612,17.5312,0.281709,0.226505,0.878169,136.494,0.163889,193.685,75.9712,1.63711,64.4884,10.2125,91.6419,33.5593,0.365987,0.142074,0.0364553,146.499,1.19368,38.8543,2.05685,0.0714714,0.661442
7,1,0.137425,0.4,0.7,0.280233,0.477739,0.326588,0.508586,0.0302354,0.509197,152.55,120.529,113.103,52.8287,49.0092,46.7519,-0.137644,0.370763,0.420256,74.3042,6.97727,5.54475,12.2299,7.24041,8.22354,-0.413828,0.590776,0.738342,84.3324,1,-1.291,37.9779,0.111339,18.2356,0.199197,1.6547,0.98366,205.17,0.161111,201.674,8.26444,1.00901,39.0992,0.430046,105.251,37.3509,0.343959,0.601924,0.0587595,170.64,0.780032,16.3282,19.0775,0.160446,1.01727
8,1,0.0817014,0.3,0.380556,0.49315,0.818889,0.261236,0.343612,0.045828,0.284367,175.488,164.287,154.193,34.0406,34.0168,31.2976,-2.07402,-1.98823,-1.76461,83.8599,1.24959,3.57289,8.46686,1.06321,2.02055,-2.51565,2.33225,-1.07021,93.2054,0.702083,25.9178,13.6926,0.523093,6.97854,0.11916,1.83314,-1.36099,166.038,0.452778,174.275,10.7606,-0.130968,57.3789,4.94316,157.403,50.5435,0.414628,0.204615,0.0289299,101.145,0.152866,46.7959,11.0363,0.214323,0.091638
9,1,0.149641,1,0.43125,0.524742,0.458067,0.973444,0.33265,0.0422306,0.653006,133.963,129.239,125.874,46.1329,48.3362,49.6356,-0.559809,-0.489349,-0.445501,74.8614,0.853892,1.89227,13.2422,1.33071,1.90813,-0.93649,2.01889,1.526,86.7121,0.627083,0.963709,57.2099,0.388997,5.52971,0.435467,-0.676557,-1.12444,253.02,0.252778,87.7824,59.4595,1.25037,43.7065,2.20681,142.762,30.5649,0.457116,0.18754,0.022749,151.801,0.119937,57.8168,13.0367,0.0296701,1.01879
0,0,0.241985,1,0.31875,0.509778,0.870888,0.982849,0.256721,0.0239388,0.240832,195.019,162.305,108.65,36.4385,41.0144,42.8426,-0.557092,-0.295102,0.0784157,83.6804,1.02007,20.7164,8.67511,2.73133,7.23706,-0.867522,0.328199,1.10477,91.4734,0.363889,0.503938,4.59573,0.654776,16.0199,0.287222,4.1074,2.18703,102.751,0.3625,127.989,17.8326,0.234641,23.6108,8.77012,180.381,14.0459,0.629211,0.0753788,0.0413043,104.755,0.497636,8.37858,0.656247,0.0373901,0.150291
1,0,0.316354,1,0.338889,0.512157,0.159933,0.990684,0.318371,0.0213844,0.0664959,167.798,191.868,211.208,11.3712,16.4191,17.9168,0.164866,0.42181,0.261335,88.7459,-2.41045,-6.22316,2.77377,1.27562,1.60676,0.348476,-0.140951,0.121696,71.8929,0.2,-1.67414,16.5932,0.0874392,5.76606,0.184958,-2.60505,0.068773,99.7671,0.35,85.9266,49.3065,-0.430889,69.5489,0.742152,108.065,26.5463,0.444962,0.482225,0.0261812,212.545,0.953965,5.34917,7.62843,0.0232487,0.103397
2,0,0.292274,1,0.405556,0.57377,0.159242,0.973843,0.351482,0.0240966,0.279324,233.291,237.541,243.124,18.1091,15.8722,12.8325,-0.862562,-0.948965,-1.12418,97.1509,-0.193865,-1.47893,2.5993,0.673564,1.44757,-1.05766,-1.46614,-1.31472,36.8886,0.229167,-13.0183,71.8111,0.0749771,3.55544,0.312161,4.32803,0.589409,48.7741,0.391667,145.961,38.6863,-0.200723,44.6778,3.86305,82.5548,13.1671,0.245958,0.400241,0.0269042,85.98,2.1579,19.6339,1.81053,0.444485,1.0776
3,0,0.155179,0.402778,0.566667,0.143162,0.70186,0.297682,0.575041,0.0285288,0.320107,199.437,180.416,145.275,20.593,22.049,24.0788,-2.07089,-1.48886,-1.2061,87.4531,0.0669514,11.3375,4.63081,0.745627,2.57559,-2.77861,-2.73582,2.31608,71.4317,0.138889,5.8819,28.8126,0.0560879,15.9689,0.512316,-1.39599,2.39442,112.069,0.327778,76.8622,39.8,-0.199001,24.2791,22.0488,177.299,46.3815,0.501096,0.32451,0.169277,168.874,-0.436263,15.7474,1.37234,0.0807349,0.298615
4,0,0.326152,1,0.422917,0.551431,0.207703,0.913028,0.403427,0.022055,0.228804,197.219,199.887,208.652,31.9691,29.5186,24.1479,-0.110056,-0.0945931,-0.144547,90.7,0.350073,-2.4466,5.36336,0.384487,1.80097,-0.250605,-0.0595086,-0.0839708,82.0923,0.125,-0.797926,40.9969,0.25423,6.97419,0.411419,-1.8513,0.485049,218.61,0.45625,135.686,42.7334,-0.151134,36.5938,10.6989,139.997,28.01,0.685425,0.113425,0.0195991,96.8131,0.337042,56.8762,17.4426,0.15342,0.465351
5,1,0.179144,0.960417,0.402778,0.588316,0.247443,0.889362,0.253893,0.0401861,0.536899,132.724,114.157,97.1833,35.2735,38.0597,40.5486,0.859311,1.19154,1.57267,72.5044,2.51381,8.61084,9.05838,1.36567,3.64707,0.54089,0.362626,-0.464222,52.5643,0.0979167,1.65554,19.4805,0.567223,15.6927,0.7299,-2.83834,3.44881,84.9848,0.510417,207.951,14.6044,2.56291,33.8427,16.0166,62.7801,38.9047,0.616445,0.262134,0.0486812,148.225,0.0378831,38.9424,12.0286,0.0206655,0.209715
6,1,0.0515162,0.333333,0.266667,0.579265,0.46755,0.259398,0.217726,0.0486408,0.420443,132.662,112.867,103.546,50.3234,48.3601,49.3069,-0.322484,-0.16927,0.110844,71.0371,4.09783,6.03835,14.6893,3.25721,5.66713,-0.994934,1.47532,-0.438854,92.9563,1,3.93983,40.0614,0.253633,4.75297,0.116807,-25.2032,1.0041,139.691,1,139.481,20.6806,1.52773,57.3164,11.1608,162.63,7.98005,0.493084,0.292796,0.134189,85.7215,0.178419,56.9784,3.79396,0.00245949,1.04355
7,1,0.0337269,0.660417,0.0722222,0.597059,0.8459,0.625673,0.0573822,0.113075,0.29289,196.268,170.303,146.247,20.9716,20.9819,21.9303,-1.2419,-1.00245,-0.952756,85.9596,2.46403,8.74533,4.35527,0.663149,2.04563,-1.4809,0.0875272,2.3923,68.713,0.133333,3.56395,28.7906,0.15164,6.02263,0.166694,-3.97996,-0.627512,221.301,0.927778,126.629,53.2504,-6.15381,23.0984,8.70846,148.194,28.7586,0.498941,0.190476,0.0604167,111.926,0.0757324,26.1796,29.6832,0.174974,0.64632
8,1,0.0111979,0.18125,0.0694444,0.460024,0.969304,0.169392,0.0650371,0.101292,0.110345,158.267,147.342,139.778,11.2291,11.14,11.3078,-3.96315,-4.22137,-4.1621,80.9288,1.42952,3.13799,2.76623,0.585829,0.752827,-4.88804,1.17132,-0.558472,72.8284,0.4625,-0.215607,32.5661,0.836672,17.3094,0.471438,-1.73111,0.223068,96.0777,0.152778,120.746,28.4738,0.985952,21.7991,14.7588,121.704,66.5873,0.483024,0.323272,0.12347,149.708,0.222827,9.78189,11.1329,0.0599537,0.312254
9,1,0.0919444,0.233333,0.7,0.103221,0.229568,0.197501,0.53782,0.0393379,0.437075,220.357,211.697,205.429,3.98518,5.17553,6.08945,-2.16686,-7.0413,-5.26752,93.2535,0.870643,2.00445,0.879674,0.563001,0.510935,-7.90279,9.07843,3.80247,63.2662,1,-5.66263,48.7109,0.343503,10.2655,0.366227,-0.764193,1.45222,150.58,0.36875,68.8992,64.1594,0.691644,58.9659,7.06679,82.0022,55.0354,0.195353,0.273528,0.0660283,252.477,-5.14501,11.3849,13.1926,0.0401447,0.172372
10,0,0.532807,1,0.605556,0.499202,0.269051,0.973388,0.540405,0.0141959,0.120136,110.598,135.143,177.064,56.6944,45.9423,30.1293,1.1752,1.19249,0.64437,76.2471,-0.55891,-15.4509,10.0354,1.05395,8.43598,0.940935,-0.705739,0.750667,45.7403,0.23125,2.83091,66.448,0.449471,16.8315,0.131232,0.807863,0.994294,78.1044,0.270833,186.729,51.123,2.97961,43.8755,16.8633,89.1168,62.4144,0.329784,0.416936,0.0525794,133.691,0.497644,68.0986,14.5699,0.00280671,0.996743
11,0,0.15379,0.779167,0.672222,0.607496,0.350275,0.811204,0.553691,0.0371402,0.70638,189.261,170.107,151.724,44.7146,42.4655,40.1511,-0.510037,-0.549388,-0.512509,85.1061,1.84166,6.64408,9.12423,1.35835,3.80343,-0.966178,0.736473,-1.88518,61.221,1,0.0198148,42.8602,0.405156,11.0093,0.976369,0.514265,0.449047,108.688,0.280556,198.362,14.6164,-0.071199,52.3166,9.92069,136.327,55.7941,0.887939,0.103715,0.121786,49.5648,0.569786,44.3531,7.14726,0.573385,0.155814
12,0,0.0726215,0.891667,0.172222,0.583227,0.935623,0.92146,0.164951,0.096422,0.527095,172.033,172.065,142.721,34.8128,32.9172,30.1809,-0.37184,-0.546569,-0.0577991,84.8585,-3.00787,8.50084,6.94008,2.02086,4.14747,-0.946137,-0.193684,-0.00562196,87.1525,0.116667,1.22999,67.5058,0.49182,5.66497,0.590531,6.2113,0.528443,120.033,0.469444,94.7808,13.3813,-0.844354,42.7793,4.13258,71.4608,11.5331,0.656817,0.167778,0.0317621,122.424,1.25755,9.71215,8.66947,0.0410417,0.905152
13,0,0.610827,1,0.690625,0.493171,0.694824,1.01598,0.61806,0.0155186,0.115545,196.588,159.107,117.907,21.9803,21.556,18.9626,-0.998963,-0.684316,0.115668,83.9457,3.05989,15.5651,4.5656,0.854017,1.96648,-1.14679,0.583225,-2.92175,78.0069,1,12.5496,44.0826,0.0673176,16.0887,0.266204,-9.06084,1.28571,171.889,0.263889,128.982,50.4793,0.36508,42.0373,4.48343,46.2096,51.7153,0.405113,0.179825,0.0710254,196.279,0.41665,33.1689,9.90044,0.386377,1
0,0,0.317442,1,0.50625,0.486347,0.807687,1.11017,0.470376,0.0285667,0.372954,182.13,160.033,131.987,42.956,40.0722,33.1405,-2.58173,-2.36451,-1.97196,82.6527,1.61635,9.81649,11.6637,1.37997,3.10286,-2.7885,3.08917,-2.02791,89.8091,0.322222,-3.75339,24.4916,0.198432,3.16546,0.246951,-3.78237,0.698888,101.228,0.277778,159.77,45.8053,-0.467486,22.3901,3.71538,239.154,33.2764,0.569388,0.369864,0.132132,189.025,1.87486,1.68088,14.2728,0.0739583,0.770671
0,0,0.142054,0.595833,0.333333,0.498542,0.878532,0.596911,0.252464,0.0342608,0.284761,60.2124,72.0931,43.3185,40.2357,41.3191,31.0232,1.17293,0.942786,1.75099,55.6626,-10.3001,15.04,14.3862,5.5738,11.2832,0.200761,-0.0834893,0.72617,81.5712,1,1.31832,62.2916,0.537104,8.02625,0.383358,1.62607,-4.84905,124.959,0.133333,91.5473,36.2434,3.52728,16.5104,8.86111,103.327,30.8806,0.769282,0.796996,0.0417315,132.273,-0.439051,47.6798,12.4131,0.181551,0.181965
0,0,0.0158681,0.175,0.125,0.221851,0.871352,0.1612,0.103032,0.0776805,0.274603,56.9216,70.0051,48.7885,33.668,36.6091,33.6445,1.08368,0.820768,1.19432,55.3873,-9.63266,11.6882,13.3674,5.70383,7.24246,0.022681,-0.520301,1.09014,69.7746,0.36875,-1.88629,27.2594,1.24732,8.52085,0.152912,-3.69316,-3.31267,105.078,0.122222,148.28,37.8576,1.88329,56.8045,15.8778,100.417,42.8099,0.894894,0.661053,0.0548526,114.262,-0.161847,19.3972,20.3124,0.0306829,0.202148
0,0,0.27077,1,0.322222,0.500462,0.1398,1.02032,0.277655,0.0244929,0.15968,229.195,234.77,249.78,23.0715,20.222,8.90406,-2.65179,-3.00618,-6.17067,96.7217,0.412755,-3.70161,3.58756,0.929173,3.58337,-3.85903,2.82932,-2.52845,92.5557,0.229167,3.3783,31.7677,0.313099,1.36237,0.346754,5.20188,-0.162847,123.348,1,70.9206,15.8714,1.31196,30.379,14.2844,95.8014,59.4321,0.532574,0.594688,0.0979021,162.649,1.57272,34.5716,9.31175,0.094213,0.98632
0,0,0.24276,1,0.577778,0.411677,0.840495,1.05074,0.449547,0.055925,0.579838,195.336,198.676,198.313,42.2274,40.4253,31.6824,-2.51616,-2.49348,-2.40457,89.8705,-0.490421,-0.627919,9.23149,1.05082,4.33355,-2.67518,2.9356,-2.98934,76.2305,0.369444,-13.6031,38.9721,0.204347,16.4517,0.0839365,30.1888,0.953196,67.5028,0.510417,157.223,34.2077,0.249469,58.6668,11.1649,104.784,19.0704,0.51576,0.346352,0.0516278,55.9391,-1.66981,29.6091,10.1935,0.157147,0.976787
1,1,0.0117072,0.0895833,0.219444,0.890259,0.892493,0.0721297,0.193577,0.105783,0.404475,70.5625,62.9842,56.0133,67.7455,64.987,59.4318,0.714767,0.851991,0.837658,48.2845,1.41181,6.4265,24.9659,10.9814,6.83638,0.420213,1.58704,0.968371,43.0807,0.402778,3.0532,42.349,0.474633,5.08976,0.291943,6.5224,-8.0089,66.1023,0.625,66.0159,28.0253,1.19253,10.3792,1.84193,182.714,37.0812,0.454721,0.351766,0.104572,91.8291,-0.736308,48.2761,13.445,0.277095,0.768659
1,1,0.0128067,0.172222,0.141667,0.660711,0.339009,0.137633,0.111955,0.0976051,0.475095,29.1907,22.0515,17.3366,18.6871,17.2646,14.4321,1.96507,2.23506,2.17576,34.1648,3.89454,8.03074,9.79055,7.22374,5.38414,1.63504,1.2368,1.84165,79.4785,1,4.32346,6.14578,0.608893,14.7155,0.499129,-3.06566,1.53863,133.191,0.285417,141.419,36.8783,-0.20328,58.9965,4.54114,70.45,22.9004,0.841012,0.0226852,0.122314,7.86199,-1.16975,23.7378,18.5659,0.471649,0.0380725
1,1,0.29316,1,0.580556,0.530243,0.209868,0.947877,0.478607,0.037763,0.495036,138.623,37.2567,50.0555,24.1051,11.4355,10.6064,-2.17788,1.95199,0.165793,55.1775,36.6795,6.98223,4.93653,8.05791,2.56277,-1.16553,-2.7293,-1.55833,87.1019,0.516667,-2.36848,36.9725,0.725123,19.621,0.518813,-10.6875,-3.84438,82.1964,0.111111,79.3104,6.43208,2.17586,41.4809,14.4595,146.013,27.468,0.500382,0.282184,0.0505609,120.709,0.284128,13.9896,6.83977,0.193113,0.347662
1,1,0.330703,1,0.375,0.498278,0.833363,0.940194,0.346255,0.0218915,0.118125,215.217,188.623,178.4,17.1984,21.0801,24.147,-1.08198,-0.537269,-0.39635,89.682,3.72026,4.43138,3.72849,1.84338,2.33573,-0.781249,0.672137,0.81962,66.2709,1,0.970843,14.6404,0.355476,10.8785,0.937932,0.0674633,-0.466249,100.422,0.534375,78.2703,11.532,-1.39427,36.5863,3.73232,58.3256,58.0658,0.457582,0.380577,0.0192523,109.223,-0.780934,53.7544,9.56137,0.259508,1.04418
1,1,0.00144676,0.0479167,0.0388889,0.4107,0.244133,0.0435742,0.0340555,0.22,0.223603,112.216,116.56,126.3,20.8743,26.2521,27.9163,-0.0308648,-0.569627,-0.691874,72.8121,0.464314,-3.60673,6.67591,3.66825,2.0215,-0.708959,0.702148,0.782899,77.4238,1,4.60061,55.4271,0.263655,5.8944,0.297123,1.72599,1.39828,82.8199,0.275,183.051,40.4575,0.0426723,63.9583,13.4481,82.7292,54.0738,0.931057,0.0912101,0.0200445,73.0498,0.866044,38.0177,4.02496,0.0647569,0.715371
0,0,0.0401237,0.385417,0.146875,0.730684,0.148062,0.334684,0.122735,0.0645789,0.291202,244.369,244.93,245.125,7.82447,8.51985,9.37615,-11.7309,-12.6607,-11.8505,98.4153,-0.0654694,-0.0626378,1.59677,0.373449,0.47804,-14.4897,1.57566,4.94575,79.2146,0.0416667,-9.70715,48.4522,0.118812,4.66333,0.212428,2.23239,-0.887299,19.4885,0.652778,170.227,11.6452,-0.876556,54.5955,3.24378,100.786,5.38017,0.226402,0.247136,0.0373565,150.101,1.33507,39.9358,12.1677,0.0327836,1.30809
1,0,0.0134028,0.475,0.05,0.22824,0.343889,0.488309,0.0352386,0.200345,0.435673,81.0958,105.43,120.139,27.1788,28.1087,28.9512,2.38157,2.54196,2.48683,68.7202,-4.58152,-7.73886,6.72936,1.36183,2.13469,1.92564,-0.129749,0.479102,81.3747,0.841667,11.034,51.3894,0.0675076,5.90871,0.41766,4.42052,1.03967,51.9597,0.40625,194.254,9.32435,-2.29276,28.3738,18.139,186.233,15.7959,0.0536385,0.282072,0.0338327,52.8632,-1.08506,4.76895,3.64922,0.118189,0.539609
2,0,0.178987,1,0.208333,0.487047,0.0915194,1.02263,0.182879,0.0352743,0.140861,189.404,223.582,253.806,10.8438,9.01751,1.30883,-0.309331,-0.126446,-5.5802,94.1576,-2.91117,-8.58481,1.46861,0.635076,2.20932,-0.206871,0.454284,-0.191494,74.6429,0.404167,-7.68306,49.2655,0.381136,5.3767,0.542352,-0.205802,1.08954,193.849,1,79.2213,27.4738,0.0808902,46.2983,9.44606,71.272,48.0832,0.51571,0.340523,0.0171475,78.7264,-0.132959,24.8819,3.74088,0.0202025,0.0781051
3,0,0.388258,0.995833,0.416667,0.497905,0.797171,0.99019,0.394158,0.0182737,0.0642817,82.6431,91.5571,97.8564,28.8204,33.0393,41.1856,-0.493358,-0.363914,-0.204189,64.4247,-1.67868,-2.48041,11.79,2.22638,5.78151,-1.29345,-0.789031,-0.387486,76.0622,0.583333,1.38339,26.4361,0.409858,16.6811,0.201429,3.07876,0.63743,58.0899,0.580556,139.684,39.7484,-0.0624389,23.492,9.26206,70.1516,73.4253,0.500765,0.475311,0.047775,189.851,0.053565,1.1577,1.33062,0.272095,0.440131
4,0,0.0366898,0.9,0.138889,0.628105,0.0386006,0.857541,0.100749,0.112934,0.706481,187.815,196.316,202.976,17.6218,18.9783,23.1141,-3.53697,-3.58584,-3.40727,89.9337,-0.869391,-2.06532,3.97905,0.845602,2.13716,-4.05188,0.670928,3.92803,60.6125,0.797222,1.87836,3.54183,0.493228,11.0816,0.0771158,3.1877,-21.5142,196.255,0.988889,106.802,48.3005,0.617854,29.8229,1.93688,103.687,33.8743,0.484426,0.557836,0.0543448,88.4443,0.664575,36.8503,19.7588,0.285521,1.10186
5,1,0.0958449,0.960417,0.569444,0.432157,0.770173,0.824971,0.556164,0.0572395,0.82475,125.201,111.739,103.594,21.5923,19.7605,19.8202,-0.883397,-0.583928,-0.280952,72.3552,2.24362,4.25866,5.62746,1.22683,2.08912,-1.41655,0.0966161,-1.73044,62.931,0.0520833,1.68301,61.467,0.631922,13.9501,0.764027,-0.457419,2.47017,70.5504,0.583333,135.659,20.4814,-1.0964,26.6025,6.74855,61.3903,73.4555,0.489103,0.555743,0.092437,157.957,1.45527,24.0995,16.436,0.0154051,0.88191
6,1,0.128587,0.183333,0.984375,0.536528,0.546818,0.143502,0.938967,0.0354412,0.287482,98.1908,87.4863,69.2386,61.7707,49.9402,39.4069,1.13544,1.07501,1.07065,62.6703,0.256067,9.01039,15.0691,2.69397,12.9724,0.265728,1.24073,1.44838,30.9852,0.185417,-0.836496,12.5953,0.220145,10.2695,0.435445,-6.85498,-1.448,91.2385,0.435417,136.926,17.9904,-0.0141068,37.4444,12.3197,183.291,14.4224,0.513151,0.300749,0.0422482,90.3389,1.54154,34.4816,8.61096,0.279936,1.00354
7,1,0.170764,0.680556,0.4875,0.520192,0.812512,0.623185,0.441312,0.0447336,0.485296,118.547,114.675,104.994,54.9583,53.7721,48.0301,0.24469,0.219253,0.270079,70.5648,-0.100423,3.62408,14.4736,2.07185,3.94579,-0.119636,1.67859,1.87938,90.3764,1,5.45562,55.0944,0.631449,13.74,0.0686689,-1.03664,-1.34033,108.624,0.694444,247.934,31.1655,1.41534,7.64543,8.76025,72.0069,34.7616,0.352051,0.228648,0.0133472,150.47,-0.319682,14.5102,2.65845,0.0370891,0.233162
8,1,0.0843634,0.985417,0.163889,0.6459,0.948526,0.873196,0.12992,0.0690081,0.477622,79.8756,60.5272,46.3693,25.9751,23.7962,17.4749,-0.0344507,0.219419,0.404186,55.8295,4.75319,10.7264,9.39366,3.07397,5.49569,-0.225153,0.767627,-0.0540867,71.4865,1,-4.02216,43.6653,0.0889066,17.5617,0.291915,1.66405,0.656658,124.621,0.359375,206.03,15.6851,-0.88898,35.3314,15.0873,117.619,54.7106,0.830687,0.295726,0.0744034,88.7743,0.437424,34.5119,3.05765,0.0877214,0.351861
9,1,0.00321759,0.06875,0.0555556,0.869552,0.517646,0.0621903,0.050445,0.149281,0.157576,154.752,134.7,113.538,60.9633,67.5753,71.5013,0.398525,0.550338,0.680258,76.0291,2.58083,10.7979,14.876,6.27653,9.36961,0.261694,-0.354177,1.52892,77.8543,0.3875,-1.61106,48.0931,0.155417,3.40239,0.310705,10.0022,0.556063,23.5584,0.233333,137.917,32.8972,0.106677,17.4241,4.79471,160.715,20.5336,0.200461,0.451541,0.105531,46.6343,0.843615,59.716,5.50151,0.593432,0.0385785
0,0,0.173242,0.895833,0.25625,0.576877,0.899004,0.850435,0.219222,0.0352875,0.24532,112.585,74.38,26.9605,49.2659,34.8409,21.4387,-0.54568,-0.216118,0.445371,59.733,3.81349,36.4566,15.4545,6.69081,9.48761,-1.22975,-0.257817,0.158154,79.2661,1,21.5075,32.5094,0.431513,5.95174,0.498178,3.6973,-9.05577,170.605,0.185417,132.31,40.3402,0.185533,41.1503,18.232,40.4136,21.5062,0.420937,0.850913,0.0231288,32.5484,0.749194,46.497,10.9671,0.00665509,0.457626
1,0,0.504491,1,0.985417,0.616204,0.336625,1.04148,0.896829,0.0210379,0.488043,71.2511,74.5623,36.9645,36.9062,36.7292,31.0717,2.07514,1.92329,2.72129,57.9873,-8.53658,23.6196,11.5406,3.89752,8.07905,0.593179,-0.216629,1.12934,52.4423,0.527083,8.60884,63.2741,0.237919,2.65779,0.196706,-0.0170605,0.358566,85.4558,0.147222,145.613,47.1659,0.2338,69.5528,23.6661,87.3532,56.4873,0.440444,0.502897,0.0467486,93.0978,-0.596173,49.0096,7.55863,0.00572917,0.0395168
2,0,0.0126794,0.189583,0.125,0.782195,0.417214,0.174,0.0908161,0.10178,0.464957,192.656,180.353,159.921,23.237,21.5743,21.3486,-0.331788,-0.28863,-0.193216,87.3966,0.245793,6.41993,4.25641,0.891952,1.38183,-0.708241,-0.375578,0.115494,79.7333,0.661111,-2.4753,35.9726,0.177351,21.892,0.613826,-3.8085,1.14703,138.84,0.188889,107.52,18.2527,-1.75483,59.2142,14.9407,58.2133,19.5135,0.339023,0.343188,0.0214453,177.804,-0.067877,74.0176,9.42986,0.355613,0.153282
